user_id,page_views,time_on_page,device_type,browser,conversion_rate,bounce_rate,date_visited,time_of_day_visited
1,9082,2300,mobile,Firefox,59.58,88.91,3/11/2022,6:22 AM
2,9396,2155,desktop,Chrome,73.36,84.77,6/17/2022,6:23 PM
3,6923,2986,desktop,Edge,39.7,27.8,1/27/2022,11:51 PM
4,7379,239,mobile,Edge,53.17,59.39,4/21/2022,3:52 PM
5,4200,2632,desktop,Edge,10.24,68.68,5/15/2022,12:31 PM
6,6137,2871,tablet,Chrome,94.67,1.79,11/3/2022,10:36 AM
7,7870,2612,desktop,Edge,96.97,19.89,5/22/2022,8:31 PM
8,2574,2569,desktop,Firefox,94.08,90.09,9/30/2022,8:19 AM
9,7774,3497,mobile,Firefox,34.96,1.02,2/6/2022,3:50 AM
10,3893,2652,desktop,Chrome,40.32,60.91,9/9/2022,11:09 AM
11,1235,2917,desktop,Firefox,54.56,56.78,8/30/2022,6:10 PM
12,893,1090,desktop,Firefox,98.72,80.64,8/6/2022,5:46 PM
13,31,560,desktop,Firefox,52.28,87.23,5/9/2022,8:01 PM
14,6023,2125,desktop,Edge,24.43,46.28,3/24/2022,6:42 PM
15,3790,2295,mobile,Chrome,90.36,45.94,4/24/2022,3:52 AM
16,4334,753,desktop,Safari,3.27,39.99,6/17/2022,7:22 AM
17,4414,191,mobile,Chrome,49.78,77.42,12/10/2022,11:20 PM
18,855,682,mobile,Edge,89.63,70.83,3/22/2022,4:48 AM
19,8689,3131,desktop,Edge,13.27,32.96,2/12/2022,10:01 AM
20,337,2833,tablet,Chrome,61.43,88.58,3/22/2022,2:57 AM
21,2638,1455,tablet,Chrome,9.04,72.3,5/8/2022,1:34 PM
22,6364,2164,tablet,Chrome,31.57,58.13,11/22/2022,12:43 PM
23,462,2371,desktop,Chrome,67.17,53.51,1/12/2022,3:05 AM
24,6751,1093,desktop,Firefox,9.67,50.27,1/29/2022,2:29 AM
25,2131,2503,tablet,Firefox,91.62,32.51,5/3/2022,12:39 AM
26,2227,1269,desktop,Firefox,64.99,96.43,9/1/2022,3:03 PM
27,3532,828,tablet,Chrome,35.5,52.06,11/2/2022,11:13 PM
28,4505,3069,desktop,Chrome,52.24,29.24,9/13/2022,5:07 PM
29,1893,93,tablet,Edge,46.8,5.63,5/17/2022,8:20 PM
30,2654,2244,tablet,Safari,42.04,3.63,1/18/2022,8:49 PM
31,9260,1127,tablet,Edge,55.94,24.73,7/25/2022,2:37 PM
32,4045,142,mobile,Edge,94.5,42.18,10/2/2022,8:33 AM
33,479,3120,desktop,Safari,75.33,85.92,11/23/2022,3:16 AM
34,2781,311,desktop,Firefox,76.42,17.3,3/9/2022,1:45 PM
35,9541,2312,tablet,Safari,56.2,22.3,6/7/2022,4:42 AM
36,7701,2789,tablet,Safari,3.43,88.38,6/9/2022,9:12 PM
37,4590,1996,desktop,Edge,20.8,3.98,5/6/2022,10:23 AM
38,7375,1496,tablet,Safari,19.05,57.28,5/25/2022,1:04 PM
39,4568,2926,mobile,Chrome,21.7,51.96,10/8/2022,1:38 AM
40,7946,1677,desktop,Chrome,28.56,72.13,3/31/2022,1:30 PM
41,9228,2734,tablet,Firefox,64.75,24.4,2/24/2022,12:33 AM
42,8250,75,mobile,Chrome,53.33,88.27,8/23/2022,9:02 PM
43,4475,2480,desktop,Firefox,12.74,8.05,4/28/2022,11:19 PM
44,8501,661,desktop,Firefox,89.94,79.32,4/19/2022,10:21 PM
45,7384,454,desktop,Chrome,32.71,81.77,8/18/2022,3:11 AM
46,1555,670,mobile,Firefox,43.78,30.56,10/26/2022,6:28 AM
47,9163,1082,desktop,Chrome,43.05,45.41,4/25/2022,10:39 AM
48,9395,1544,mobile,Safari,48.85,60.24,8/13/2022,10:07 AM
49,2788,1597,tablet,Safari,89.44,21.29,11/5/2022,1:27 PM
50,3004,1858,mobile,Firefox,82.73,45.4,9/4/2022,1:24 PM
51,9107,1341,mobile,Firefox,81.17,87.18,1/27/2022,4:59 AM
52,5131,492,mobile,Safari,36.49,69.88,8/25/2022,10:45 AM
53,2163,2695,mobile,Firefox,64.91,91.96,8/21/2022,3:44 AM
54,7824,3545,tablet,Edge,9.24,25.72,8/13/2022,11:21 PM
55,1333,2645,desktop,Firefox,56.29,81.5,5/29/2022,9:58 PM
56,9219,3410,desktop,Chrome,37.59,2.17,7/21/2022,5:02 PM
57,5037,2649,tablet,Safari,44.5,73.71,10/28/2022,5:08 PM
58,7058,2749,tablet,Safari,33.49,21.64,1/11/2022,3:13 PM
59,6625,3571,tablet,Firefox,67.72,48.97,7/20/2022,3:27 PM
60,6367,2695,mobile,Chrome,58.71,17.29,7/10/2022,8:00 PM
61,9637,1026,mobile,Chrome,71.75,25.08,12/26/2022,6:58 AM
62,7613,1082,tablet,Edge,57.77,1.46,10/14/2022,9:53 AM
63,7399,2642,mobile,Edge,73.45,36.47,10/17/2022,7:50 PM
64,7947,180,tablet,Chrome,39.43,84.09,12/17/2022,3:29 PM
65,5532,212,mobile,Chrome,81.34,75.22,7/5/2022,5:17 AM
66,4261,1433,desktop,Firefox,7.71,3.14,10/8/2022,12:11 PM
67,3584,1714,desktop,Edge,16.02,37.37,6/1/2022,8:36 PM
68,3695,462,tablet,Chrome,86.39,99.55,3/31/2022,4:27 PM
69,4608,28,tablet,Safari,24.8,29.23,4/6/2022,3:42 PM
70,6768,311,tablet,Safari,66.22,2.33,11/27/2022,9:50 AM
71,5669,3035,tablet,Chrome,93.47,31.03,6/14/2022,9:55 PM
72,8150,410,tablet,Firefox,37.81,10.96,5/23/2022,6:42 PM
73,9834,1230,desktop,Firefox,76.9,41.15,2/17/2022,6:50 AM
74,3105,439,mobile,Firefox,81.65,0.69,7/18/2022,8:55 PM
75,2630,3247,tablet,Firefox,56.63,58.27,11/14/2022,8:08 AM
76,4571,1853,desktop,Firefox,39.67,64.86,8/1/2022,2:40 PM
77,1190,3398,tablet,Edge,81.96,85.35,4/20/2022,11:49 PM
78,8182,1355,desktop,Firefox,20.74,54.36,10/24/2022,12:44 AM
79,4914,2813,mobile,Chrome,8.89,35.73,10/4/2022,4:49 PM
80,4750,277,desktop,Chrome,24.31,93.17,1/11/2022,8:08 AM
81,4112,2091,mobile,Firefox,44.31,45.23,3/2/2022,3:12 PM
82,9525,226,tablet,Chrome,35.82,98.37,1/1/2022,2:33 PM
83,2827,1562,desktop,Chrome,40.53,39.0,2/24/2022,3:00 PM
84,1837,1987,tablet,Edge,41.63,69.56,11/25/2022,7:11 AM
85,1816,2530,tablet,Chrome,25.96,7.74,9/27/2022,7:13 AM
86,9237,398,desktop,Edge,3.21,87.7,2/20/2022,4:50 PM
87,1452,2529,tablet,Safari,86.75,29.35,9/9/2022,8:33 AM
88,9516,3176,tablet,Firefox,79.93,56.18,7/18/2022,7:32 AM
89,4574,2154,mobile,Edge,74.24,62.93,7/11/2022,3:59 PM
90,7177,3261,tablet,Firefox,35.38,78.62,5/8/2022,1:54 AM
91,5416,289,mobile,Chrome,9.75,47.44,5/9/2022,5:24 AM
92,6342,1582,mobile,Edge,15.3,66.63,6/20/2022,5:49 AM
93,3646,3269,desktop,Firefox,40.39,98.7,5/8/2022,3:28 AM
94,1525,1034,mobile,Edge,24.26,30.04,6/22/2022,6:57 AM
95,1758,765,desktop,Chrome,9.56,57.13,4/22/2022,5:41 AM
96,4313,932,desktop,Safari,45.43,79.48,1/11/2022,12:27 AM
97,8918,3483,desktop,Edge,28.25,82.16,2/15/2022,9:12 AM
98,234,166,desktop,Edge,19.47,79.45,9/1/2022,8:40 PM
99,9743,1170,desktop,Edge,24.74,55.41,4/19/2022,12:19 AM
100,4353,2814,mobile,Chrome,31.78,28.25,3/3/2022,6:36 AM
101,369,696,desktop,Edge,62.36,80.79,2/9/2022,4:42 PM
102,9049,3071,tablet,Edge,35.65,59.82,5/5/2022,4:19 PM
103,621,1496,tablet,Safari,18.66,26.13,2/12/2022,8:02 AM
104,3429,3509,desktop,Firefox,11.77,60.81,3/24/2022,10:21 PM
105,888,998,mobile,Safari,61.58,12.16,4/14/2022,10:11 AM
106,4036,3280,tablet,Firefox,78.6,19.22,11/9/2022,8:41 PM
107,6022,3423,tablet,Edge,19.5,8.74,1/23/2022,11:23 PM
108,4748,1604,mobile,Edge,58.27,67.93,3/7/2022,7:58 AM
109,1824,1542,tablet,Chrome,78.72,23.11,3/16/2022,1:33 PM
110,5647,1662,tablet,Chrome,26.01,82.12,3/3/2022,9:32 PM
111,28,2652,desktop,Chrome,92.41,99.66,6/30/2022,3:54 AM
112,3197,1397,tablet,Safari,43.5,75.32,3/30/2022,3:33 PM
113,653,1968,tablet,Chrome,65.03,24.69,7/18/2022,4:07 PM
114,6484,2570,mobile,Chrome,73.65,28.06,4/24/2022,12:25 AM
115,8459,891,tablet,Chrome,2.44,47.27,2/12/2022,2:24 AM
116,414,2408,tablet,Safari,7.99,9.71,1/11/2022,7:19 PM
117,8549,2348,desktop,Firefox,18.64,36.66,11/14/2022,9:29 PM
118,3979,363,tablet,Edge,24.98,30.78,11/16/2022,7:13 AM
119,6323,812,tablet,Safari,86.66,65.33,11/20/2022,3:57 AM
120,3098,2090,desktop,Firefox,24.0,17.24,1/27/2022,1:32 PM
121,5815,125,tablet,Edge,13.33,53.96,6/21/2022,3:37 PM
122,7931,2173,mobile,Edge,20.87,66.96,4/9/2022,10:52 PM
123,5730,1668,mobile,Edge,85.31,50.17,12/4/2022,7:12 AM
124,2544,418,desktop,Firefox,38.53,0.43,12/14/2022,4:47 AM
125,3455,3560,tablet,Chrome,24.65,90.26,9/3/2022,8:16 AM
126,1535,2290,tablet,Firefox,19.84,91.59,10/28/2022,6:06 PM
127,9297,364,desktop,Chrome,8.47,90.23,6/23/2022,8:33 AM
128,2039,2231,tablet,Edge,42.76,70.26,1/12/2022,11:23 PM
129,2706,2915,tablet,Firefox,47.7,65.29,3/29/2022,6:50 AM
130,4827,3422,mobile,Edge,68.22,97.6,4/22/2022,8:16 AM
131,68,1622,mobile,Safari,10.57,84.13,1/15/2022,10:18 PM
132,2680,1592,tablet,Safari,13.91,89.99,1/9/2022,2:19 AM
133,2921,261,mobile,Firefox,28.17,57.07,7/19/2022,6:12 PM
134,6248,1359,desktop,Firefox,51.27,70.44,9/16/2022,3:09 PM
135,6617,3344,tablet,Safari,93.7,41.13,10/17/2022,1:25 PM
136,9206,973,tablet,Edge,44.27,66.71,3/3/2022,4:21 AM
137,2919,1760,desktop,Chrome,26.07,39.44,5/29/2022,5:40 PM
138,6263,977,mobile,Firefox,49.27,26.42,9/19/2022,9:10 AM
139,7334,1486,desktop,Chrome,60.52,78.52,12/3/2022,4:50 AM
140,5504,3296,mobile,Chrome,56.89,84.46,11/21/2022,8:34 PM
141,3279,2971,desktop,Edge,90.79,99.42,9/19/2022,12:17 AM
142,6180,2821,tablet,Safari,66.87,76.37,12/18/2022,3:38 PM
143,3553,1691,desktop,Safari,74.35,82.5,3/11/2022,9:47 PM
144,9379,3187,tablet,Edge,57.55,53.56,9/5/2022,10:10 PM
145,5451,3581,tablet,Chrome,33.93,38.92,2/20/2022,1:53 PM
146,2972,3107,mobile,Safari,30.37,29.6,7/22/2022,2:45 PM
147,4471,1794,desktop,Firefox,62.45,80.16,8/20/2022,1:57 PM
148,5944,2771,tablet,Chrome,11.14,7.3,12/3/2022,12:12 AM
149,475,1204,mobile,Chrome,96.66,62.92,4/17/2022,11:29 AM
150,7955,3054,mobile,Firefox,65.46,72.32,7/31/2022,1:11 PM
151,247,3080,desktop,Chrome,18.38,0.13,2/21/2022,9:01 AM
152,2400,1302,mobile,Edge,48.1,30.08,1/17/2022,1:15 PM
153,9087,30,mobile,Firefox,7.03,3.3,8/29/2022,4:56 PM
154,1369,2657,desktop,Firefox,53.37,11.06,3/30/2022,10:09 PM
155,7079,790,tablet,Edge,79.85,91.24,12/18/2022,8:26 PM
156,8785,3346,tablet,Firefox,49.94,38.66,11/24/2022,12:44 AM
157,9581,3194,mobile,Edge,94.47,53.84,12/11/2022,9:58 PM
