user_id,page_views,time_on_page,device_type,browser,conversion_rate,bounce_rate,date_visited,time_of_day_visited
1,2425,2666,mobile,Chrome,40.62,29.61,7/9/2025,11:25 PM
2,4204,155,desktop,Chrome,88.14,87.7,2/11/2025,7:46 PM
3,2628,116,mobile,Chrome,30.79,24.84,9/17/2025,1:57 AM
4,5843,3350,mobile,Safari,83.81,75.13,9/22/2025,4:17 AM
5,6279,1279,tablet,Chrome,76.17,43.51,1/28/2025,6:15 AM
6,987,1767,mobile,Edge,47.25,12.31,11/23/2025,6:06 AM
7,848,3324,mobile,Firefox,66.7,62.02,5/4/2025,12:11 AM
8,2871,477,mobile,Edge,79.09,80.28,11/17/2025,1:07 AM
9,1883,2575,desktop,Chrome,73.33,48.22,5/30/2025,2:13 AM
10,9002,3194,desktop,Firefox,66.66,40.41,4/9/2025,11:15 AM
11,6804,907,tablet,Chrome,18.41,63.09,10/7/2025,10:17 PM
12,892,3125,mobile,Firefox,62.63,91.63,10/25/2025,5:20 AM
13,931,2530,desktop,Chrome,88.47,87.25,10/31/2025,3:05 PM
14,361,1445,mobile,Edge,22.32,69.93,5/19/2025,2:58 PM
15,1895,3413,mobile,Firefox,48.02,3.69,10/15/2025,8:38 PM
16,985,2633,mobile,Safari,37.75,28.35,11/13/2025,3:22 AM
17,734,1407,mobile,Safari,41.19,4.87,6/6/2025,11:59 PM
18,786,3406,mobile,Chrome,80.69,76.83,7/8/2025,11:31 PM
19,2613,2235,mobile,Safari,56.57,84.28,7/9/2025,1:56 AM
20,1743,1357,desktop,Firefox,55.29,70.36,3/28/2025,7:56 PM
21,68,1929,tablet,Edge,66.6,58.51,11/17/2025,3:26 PM
22,317,3028,desktop,Edge,20.96,35.15,8/24/2025,8:01 AM
23,3372,267,desktop,Safari,69.25,44.6,8/27/2025,11:58 AM
24,4456,564,desktop,Firefox,83.76,32.49,7/3/2025,4:54 PM
25,9902,1229,mobile,Safari,64.07,0.57,12/13/2025,4:18 PM
26,5941,2142,mobile,Edge,57.83,57.41,2/17/2025,2:15 PM
27,1232,682,desktop,Safari,36.75,34.85,8/24/2025,7:39 AM
28,2362,2054,mobile,Safari,82.61,89.68,5/20/2025,9:13 AM
29,1153,2225,mobile,Chrome,51.52,78.91,9/7/2025,6:49 PM
30,7387,3264,mobile,Firefox,45.28,22.33,12/23/2025,4:39 PM
31,1942,2452,desktop,Safari,59.46,74.63,12/13/2025,9:09 AM
32,6155,1079,mobile,Firefox,44.92,26.58,11/16/2025,12:57 AM
33,6896,2120,mobile,Edge,55.84,13.43,6/30/2025,12:08 PM
34,2294,2089,desktop,Chrome,19.33,55.04,12/3/2025,11:02 AM
35,1965,1432,mobile,Edge,60.55,55.6,2/4/2025,7:59 PM
36,6509,1491,desktop,Edge,19.49,60.65,10/22/2025,12:48 AM
37,1207,1979,tablet,Chrome,91.23,81.33,8/18/2025,7:14 PM
38,890,2838,mobile,Edge,18.1,27.44,10/11/2025,10:45 PM
39,6741,54,desktop,Edge,22.95,18.47,3/27/2025,4:48 AM
40,2878,1673,desktop,Chrome,72.16,83.53,7/5/2025,6:09 PM
41,5012,3363,tablet,Edge,55.97,74.54,3/16/2025,10:29 PM
42,2135,1639,desktop,Firefox,86.03,52.07,11/18/2025,11:39 PM
43,1145,926,mobile,Chrome,73.59,85.93,8/1/2025,3:30 AM
44,2436,2311,mobile,Edge,59.48,62.45,10/21/2025,12:05 AM
45,9355,414,mobile,Firefox,79.9,93.37,3/18/2025,1:01 AM
46,1470,1080,mobile,Firefox,49.84,32.24,7/26/2025,6:00 PM
47,108,2094,mobile,Chrome,77.18,30.1,4/23/2025,10:23 PM
48,5949,527,mobile,Edge,83.63,45.91,2/9/2025,1:45 PM
49,1429,2559,mobile,Firefox,88.82,29.23,10/16/2025,11:12 AM
50,1591,2169,mobile,Safari,31.96,80.89,3/16/2025,10:24 PM
51,938,2805,tablet,Edge,18.39,63.92,11/3/2025,11:10 PM
52,5743,1964,mobile,Safari,38.12,29.67,7/21/2025,7:35 PM
53,1124,2583,mobile,Chrome,17.31,7.73,9/2/2025,2:23 PM
54,89,2751,desktop,Firefox,29.32,14.95,11/3/2025,10:07 AM
55,5289,2212,mobile,Safari,38.94,60.61,7/6/2025,11:35 AM
56,1719,2685,desktop,Chrome,59.05,51.23,7/5/2025,4:13 AM
57,7037,3205,desktop,Chrome,30.76,50.43,1/6/2025,4:42 AM
58,2929,1292,mobile,Chrome,17.19,82.9,12/15/2025,1:36 AM
59,5886,303,desktop,Safari,25.2,26.1,9/27/2025,6:28 PM
60,1773,1290,mobile,Safari,46.71,52.22,3/5/2025,12:05 PM
61,605,1698,mobile,Chrome,73.02,84.33,9/29/2025,9:46 AM
62,1471,1609,mobile,Safari,55.88,71.71,4/20/2025,3:21 AM
63,7229,3276,tablet,Edge,49.06,72.33,6/18/2025,7:59 PM
64,2852,552,mobile,Firefox,50.91,76.56,9/25/2025,7:53 AM
65,9477,415,desktop,Edge,33.96,29.17,1/21/2025,3:30 AM
66,7039,2116,mobile,Firefox,88.44,14.24,6/2/2025,1:22 PM
67,504,3488,mobile,Firefox,57.52,64.6,5/17/2025,7:01 AM
68,2625,1528,desktop,Edge,44.94,68.62,9/24/2025,8:15 PM
69,2973,588,desktop,Firefox,45.14,14.02,5/2/2025,2:58 PM
70,5124,1737,desktop,Chrome,50.54,6.26,12/16/2025,8:03 AM
71,964,545,mobile,Chrome,51.0,93.28,4/18/2025,10:34 AM
72,913,1719,mobile,Safari,25.77,20.28,8/12/2025,4:22 AM
73,8149,3300,desktop,Safari,57.73,13.43,12/18/2025,10:08 PM
74,9089,1401,mobile,Edge,23.44,18.98,9/17/2025,12:16 PM
75,2336,219,mobile,Edge,51.24,80.53,10/17/2025,3:17 PM
76,372,2852,mobile,Chrome,69.23,67.97,11/4/2025,3:29 AM
77,2075,3165,mobile,Edge,54.67,52.75,3/9/2025,7:40 AM
78,1474,2491,mobile,Edge,41.34,88.88,4/13/2025,8:57 PM
79,2332,1388,desktop,Firefox,37.53,70.8,6/17/2025,1:37 AM
80,50,797,mobile,Chrome,50.37,72.28,1/21/2025,2:17 AM
81,1541,630,mobile,Chrome,65.83,1.06,4/26/2025,11:55 AM
