user_id,page_views,time_on_page,device_type,browser,conversion_rate,bounce_rate,date_visited,time_of_day_visited
1,1742,2678,mobile,Edge,40.98,81.71,8/28/2024,10:33 PM
2,3071,1211,desktop,Edge,93.67,31.34,9/3/2024,3:21 AM
3,920,1993,mobile,Safari,26.91,6.27,12/24/2024,6:56 PM
4,2452,253,mobile,Safari,81.53,73.92,8/23/2024,12:58 PM
5,1597,1443,mobile,Edge,66.08,23.38,2/16/2024,4:27 PM
6,1156,2819,mobile,Firefox,14.36,60.66,10/30/2024,8:20 PM
7,1971,2056,mobile,Chrome,53.54,12.28,6/11/2024,1:42 AM
8,117,3108,desktop,Safari,57.22,14.47,3/27/2024,10:57 PM
9,2090,2572,desktop,Edge,75.39,91.62,6/26/2024,9:22 PM
10,900,2885,mobile,Edge,58.9,62.0,5/30/2024,7:44 PM
11,3875,1949,mobile,Firefox,60.18,94.86,7/19/2024,1:08 PM
12,442,1763,mobile,Chrome,45.4,34.17,10/24/2024,6:39 PM
13,9413,2546,mobile,Chrome,40.94,79.55,11/12/2024,4:23 AM
14,1303,1076,mobile,Safari,83.18,61.17,1/11/2024,11:04 AM
15,336,2219,mobile,Safari,45.58,38.84,11/28/2024,7:13 AM
16,580,2550,mobile,Edge,75.87,13.92,12/11/2024,10:20 AM
17,2604,1244,mobile,Chrome,55.73,10.03,7/13/2024,11:06 PM
18,559,1058,mobile,Firefox,63.93,51.97,4/5/2024,6:08 PM
19,724,556,mobile,Safari,24.73,30.55,2/19/2024,11:54 PM
20,9113,608,desktop,Chrome,24.47,59.46,7/25/2024,2:27 PM
21,3965,2442,mobile,Chrome,70.47,21.96,7/16/2024,5:19 AM
22,9825,1217,desktop,Safari,17.08,76.96,4/23/2024,4:14 PM
23,2835,2158,mobile,Chrome,73.19,20.79,6/15/2024,9:20 AM
24,2941,2898,mobile,Firefox,92.66,30.89,11/3/2024,6:01 AM
25,4639,2447,mobile,Safari,72.69,62.79,5/16/2024,4:19 PM
26,1823,2257,mobile,Firefox,51.16,90.52,2/10/2024,11:52 PM
27,200,1059,tablet,Edge,44.22,36.72,7/20/2024,10:10 PM
28,2495,960,mobile,Safari,83.17,74.37,4/17/2024,6:20 PM
29,1581,154,mobile,Safari,82.11,15.93,1/8/2024,3:26 AM
