user_id,page_views,time_on_page,device_type,browser,conversion_rate,bounce_rate,date_visited,time_of_day_visited
1,2573,950,mobile,Firefox,70.12,94.25,1/9/2019,7:51 AM
2,4420,2563,desktop,Chrome,38.1,62.02,1/14/2019,8:58 PM
3,365,1231,tablet,Firefox,93.52,58.78,11/13/2019,6:28 AM
4,835,151,mobile,Chrome,65.43,5.66,4/4/2019,7:00 AM
5,6488,371,mobile,Safari,38.69,22.78,3/19/2019,5:48 AM
6,2049,3062,tablet,Chrome,27.07,63.32,3/31/2019,8:56 AM
7,3519,1644,desktop,Safari,97.35,17.09,9/12/2019,5:33 PM
8,3937,222,mobile,Edge,19.05,98.84,9/18/2019,11:16 PM
9,9304,1045,desktop,Firefox,20.23,89.25,4/21/2019,11:03 PM
10,3604,2486,tablet,Safari,22.04,73.3,5/11/2019,8:51 PM
11,2036,3157,mobile,Edge,30.57,27.36,12/25/2019,8:18 AM
12,1298,2415,desktop,Chrome,26.92,60.54,6/8/2019,9:12 PM
13,5146,3077,desktop,Chrome,75.08,59.72,7/4/2019,3:26 PM
14,6941,3166,tablet,Chrome,47.35,97.93,1/8/2019,8:27 PM
15,5864,2970,mobile,Safari,75.14,61.34,5/12/2019,9:18 AM
16,1286,646,desktop,Edge,67.9,89.57,8/15/2019,10:54 AM
17,2630,3196,mobile,Chrome,98.16,60.79,6/4/2019,10:28 AM
18,434,294,mobile,Edge,34.34,42.13,2/21/2019,3:54 AM
19,3654,2054,mobile,Chrome,80.55,43.97,5/23/2019,7:58 AM
20,1895,2350,desktop,Chrome,88.82,86.52,9/14/2019,1:15 PM
21,9295,999,tablet,Firefox,22.66,42.54,4/20/2019,4:19 AM
22,9803,3172,desktop,Firefox,62.04,74.58,4/11/2019,6:14 PM
23,842,1793,tablet,Chrome,5.84,54.14,9/2/2019,3:33 PM
24,7566,2961,tablet,Firefox,25.36,53.7,10/30/2019,12:06 AM
25,4747,835,tablet,Safari,47.52,17.02,4/17/2019,9:34 AM
26,2254,3385,desktop,Firefox,51.77,88.39,9/12/2019,3:55 PM
27,7752,2045,mobile,Safari,12.79,30.1,6/16/2019,7:03 PM
28,5607,2608,desktop,Edge,43.9,51.81,1/28/2019,7:46 AM
29,9156,2066,desktop,Edge,33.67,44.8,1/31/2019,9:27 AM
30,7505,3559,tablet,Chrome,73.02,47.4,7/2/2019,4:11 AM
31,3645,2655,tablet,Chrome,45.04,51.79,7/11/2019,11:55 PM
32,1658,156,desktop,Edge,23.7,43.22,2/13/2019,11:09 AM
33,8388,898,desktop,Chrome,75.07,30.54,6/1/2019,3:34 AM
34,9005,100,desktop,Safari,34.25,51.62,3/14/2019,5:26 AM
35,5407,1905,mobile,Firefox,0.49,85.82,4/2/2019,2:59 PM
36,9699,661,mobile,Safari,79.67,0.29,9/20/2019,1:20 AM
37,3243,2884,tablet,Safari,31.93,27.65,6/12/2019,8:52 PM
38,5934,1498,tablet,Edge,99.73,24.38,1/17/2019,11:11 PM
39,8310,3191,mobile,Edge,61.14,65.98,9/25/2019,8:38 AM
40,1921,2129,desktop,Firefox,47.16,98.79,11/11/2019,4:48 PM
41,1456,1583,mobile,Edge,1.05,12.91,12/4/2019,5:24 PM
42,5440,2767,mobile,Safari,1.82,89.3,4/10/2019,9:17 AM
43,6086,568,tablet,Firefox,97.21,65.99,7/27/2019,11:09 PM
44,4823,2020,desktop,Firefox,9.22,37.01,2/2/2019,6:23 AM
45,5245,644,mobile,Firefox,92.38,94.41,10/9/2019,8:32 AM
46,7941,2628,desktop,Edge,48.18,48.74,3/3/2019,8:51 AM
47,6195,3141,desktop,Chrome,55.78,78.42,10/21/2019,5:57 AM
48,3367,2357,desktop,Chrome,1.75,93.5,4/5/2019,10:56 PM
49,5372,2461,tablet,Safari,61.55,48.84,6/6/2019,6:45 AM
50,5483,1752,tablet,Safari,90.37,51.6,4/14/2019,2:30 PM
51,6322,219,tablet,Safari,60.46,38.76,10/12/2019,2:05 PM
52,8698,1548,tablet,Safari,53.89,67.89,6/16/2019,4:07 PM
53,6180,3046,tablet,Firefox,36.06,58.99,4/8/2019,10:54 PM
54,3166,2373,mobile,Firefox,89.9,28.94,5/11/2019,12:31 AM
55,7350,1680,mobile,Firefox,28.34,70.31,4/2/2019,8:07 AM
56,9649,1855,desktop,Edge,76.81,30.9,3/17/2019,4:46 AM
57,2442,1506,tablet,Firefox,16.72,2.04,4/1/2019,6:14 PM
58,5307,1511,mobile,Safari,89.14,13.92,2/9/2019,12:08 AM
59,3636,2926,desktop,Edge,81.73,42.28,2/4/2019,8:03 PM
60,2199,2658,tablet,Safari,98.2,30.83,2/13/2019,11:22 PM
61,8306,2012,mobile,Safari,96.04,52.02,3/27/2019,9:44 PM
62,7285,1681,desktop,Chrome,5.75,33.01,10/14/2019,9:24 AM
63,7751,656,desktop,Firefox,81.77,79.43,12/2/2019,5:21 AM
64,4437,333,tablet,Firefox,98.12,8.98,9/7/2019,1:31 PM
65,2834,3558,desktop,Firefox,64.14,88.52,3/30/2019,12:33 AM
66,1565,2490,mobile,Safari,36.05,68.54,7/26/2019,8:48 PM
67,9536,24,desktop,Edge,9.62,93.79,1/4/2019,11:08 PM
68,189,1505,desktop,Firefox,10.04,68.85,8/12/2019,4:53 AM
69,4863,502,mobile,Chrome,11.54,71.4,7/17/2019,11:12 AM
70,3248,3126,tablet,Firefox,74.98,72.44,7/26/2019,10:16 PM
71,4060,2060,desktop,Chrome,20.35,90.15,9/11/2019,7:44 AM
72,5812,3519,tablet,Firefox,39.79,69.13,10/1/2019,8:20 PM
73,1176,1573,desktop,Chrome,39.93,40.36,1/6/2019,2:15 PM
74,2450,332,tablet,Chrome,14.53,91.09,11/8/2019,2:30 PM
75,7750,2446,mobile,Chrome,4.64,99.92,4/23/2019,2:37 PM
76,8319,2975,mobile,Firefox,79.66,81.59,10/6/2019,10:55 PM
77,1503,2962,tablet,Edge,64.59,95.5,9/18/2019,4:21 AM
78,908,2837,desktop,Chrome,14.53,29.48,5/15/2019,8:21 AM
79,3591,486,tablet,Edge,1.33,61.79,9/21/2019,7:43 PM
80,6100,2431,tablet,Firefox,58.93,40.31,1/3/2019,2:12 PM
81,1500,300,tablet,Firefox,21.11,26.62,4/16/2019,1:31 AM
82,5622,1898,desktop,Chrome,85.94,24.46,3/5/2019,2:06 PM
83,1238,434,desktop,Edge,94.02,11.7,3/4/2019,4:13 AM
84,111,2461,mobile,Firefox,88.23,60.38,7/30/2019,9:58 PM
85,6620,462,tablet,Edge,64.58,42.81,1/5/2019,3:19 AM
86,9269,897,desktop,Edge,60.62,30.23,6/30/2019,11:58 AM
87,8157,2156,desktop,Edge,36.37,48.28,9/2/2019,12:08 AM
88,1115,488,mobile,Chrome,99.6,9.3,12/22/2019,12:21 PM
89,9494,2374,desktop,Firefox,97.7,88.16,4/21/2019,7:18 AM
90,9528,2938,desktop,Chrome,65.52,8.17,10/29/2019,10:01 PM
91,1486,1724,mobile,Edge,50.81,63.72,4/29/2019,1:04 AM
92,5395,455,tablet,Chrome,12.8,71.07,6/30/2019,2:46 PM
93,2410,3448,tablet,Firefox,29.6,88.27,3/17/2019,2:49 AM
94,1269,2819,mobile,Edge,13.84,59.59,4/26/2019,8:13 PM
